Simulated gas cumulative (Surface) (Run 1 - Model output - P01) - 1151 points_Elapsed time Simulated gas cumulative (Surface) (Run 1 - Model output - P01) - 1151 points_Gas volume	
(hr) (scf)                                                                                                                                                                         	
3.76512E+5 7.65524E+8                                                                                                                                                              	
3.78048E+5 7.66537E+8                                                                                                                                                              	
3.79584E+5 7.67545E+8                                                                                                                                                              	
3.81120E+5 7.68548E+8                                                                                                                                                              	
3.82656E+5 7.69546E+8                                                                                                                                                              	
3.84192E+5 7.70539E+8                                                                                                                                                              	
3.85728E+5 7.71527E+8                                                                                                                                                              	
3.87264E+5 7.72510E+8                                                                                                                                                              	
3.88800E+5 7.73489E+8                                                                                                                                                              	
3.90336E+5 7.74463E+8                                                                                                                                                              	
3.91872E+5 7.75432E+8                                                                                                                                                              	
3.93408E+5 7.76396E+8                                                                                                                                                              	
3.94944E+5 7.77356E+8                                                                                                                                                              	
3.96480E+5 7.78311E+8                                                                                                                                                              	
3.98016E+5 7.79261E+8                                                                                                                                                              	
3.99552E+5 7.80207E+8                                                                                                                                                              	
4.01088E+5 7.81149E+8                                                                                                                                                              	
4.02624E+5 7.82085E+8                                                                                                                                                              	
4.04160E+5 7.83018E+8                                                                                                                                                              	
4.05696E+5 7.83946E+8                                                                                                                                                              	
4.07232E+5 7.84869E+8                                                                                                                                                              	
4.08768E+5 7.85788E+8                                                                                                                                                              	
4.10304E+5 7.86703E+8                                                                                                                                                              	
4.11840E+5 7.87613E+8                                                                                                                                                              	
4.13376E+5 7.88520E+8                                                                                                                                                              	
4.14912E+5 7.89421E+8                                                                                                                                                              	
4.16448E+5 7.90319E+8                                                                                                                                                              	
4.17984E+5 7.91212E+8                                                                                                                                                              	
4.19520E+5 7.92102E+8                                                                                                                                                              	
4.21056E+5 7.92987E+8                                                                                                                                                              	
4.22592E+5 7.93868E+8                                                                                                                                                              	
4.24128E+5 7.94744E+8                                                                                                                                                              	
4.25664E+5 7.95617E+8                                                                                                                                                              	
4.27200E+5 7.96486E+8                                                                                                                                                              	
4.28736E+5 7.97350E+8                                                                                                                                                              	
4.30272E+5 7.98211E+8                                                                                                                                                              	
4.31808E+5 7.99068E+8                                                                                                                                                              	
4.33344E+5 7.99921E+8                                                                                                                                                              	
4.34880E+5 8.00769E+8                                                                                                                                                              	
4.36416E+5 8.01614E+8                                                                                                                                                              	
4.38000E+5 8.02482E+8                                                                                                                                                              	
4.39536E+5 8.03319E+8                                                                                                                                                              	
4.41072E+5 8.04152E+8                                                                                                                                                              	
4.42608E+5 8.04981E+8                                                                                                                                                              	
4.44144E+5 8.05807E+8                                                                                                                                                              	
4.45680E+5 8.06629E+8                                                                                                                                                              	
4.47216E+5 8.07447E+8                                                                                                                                                              	
4.48752E+5 8.08262E+8                                                                                                                                                              	
4.50288E+5 8.09073E+8                                                                                                                                                              	
4.51824E+5 8.09880E+8                                                                                                                                                              	
4.53360E+5 8.10684E+8                                                                                                                                                              	
4.54896E+5 8.11483E+8                                                                                                                                                              	
4.56432E+5 8.12280E+8                                                                                                                                                              	
4.57968E+5 8.13073E+8                                                                                                                                                              	
4.59504E+5 8.13862E+8                                                                                                                                                              	
4.61040E+5 8.14648E+8                                                                                                                                                              	
4.62576E+5 8.15430E+8                                                                                                                                                              	
4.64112E+5 8.16209E+8                                                                                                                                                              	
4.65648E+5 8.16984E+8                                                                                                                                                              	
4.67184E+5 8.17756E+8                                                                                                                                                              	
4.68720E+5 8.18525E+8                                                                                                                                                              	
4.70256E+5 8.19290E+8                                                                                                                                                              	
4.71792E+5 8.20052E+8                                                                                                                                                              	
4.73328E+5 8.20810E+8                                                                                                                                                              	
4.74864E+5 8.21565E+8                                                                                                                                                              	
4.76400E+5 8.22317E+8                                                                                                                                                              	
4.77936E+5 8.23066E+8                                                                                                                                                              	
4.79472E+5 8.23811E+8                                                                                                                                                              	
4.81008E+5 8.24553E+8                                                                                                                                                              	
4.82544E+5 8.25292E+8                                                                                                                                                              	
4.84080E+5 8.26027E+8                                                                                                                                                              	
4.85616E+5 8.26760E+8                                                                                                                                                              	
4.87152E+5 8.27489E+8                                                                                                                                                              	
4.88688E+5 8.28215E+8                                                                                                                                                              	
4.90224E+5 8.28938E+8                                                                                                                                                              	
4.91760E+5 8.29658E+8                                                                                                                                                              	
4.93296E+5 8.30375E+8                                                                                                                                                              	
4.94832E+5 8.31089E+8                                                                                                                                                              	
4.96368E+5 8.31799E+8                                                                                                                                                              	
4.97904E+5 8.32507E+8                                                                                                                                                              	
4.99440E+5 8.33212E+8                                                                                                                                                              	
5.00976E+5 8.33913E+8                                                                                                                                                              	
5.02512E+5 8.34612E+8                                                                                                                                                              	
5.04048E+5 8.35308E+8                                                                                                                                                              	
5.05584E+5 8.36000E+8                                                                                                                                                              	
5.07120E+5 8.36690E+8                                                                                                                                                              	
5.08656E+5 8.37377E+8                                                                                                                                                              	
5.10192E+5 8.38061E+8                                                                                                                                                              	
5.11728E+5 8.38742E+8                                                                                                                                                              	
5.13264E+5 8.39420E+8                                                                                                                                                              	
5.14800E+5 8.40096E+8                                                                                                                                                              	
5.16336E+5 8.40768E+8                                                                                                                                                              	
5.17872E+5 8.41438E+8                                                                                                                                                              	
5.19408E+5 8.42105E+8                                                                                                                                                              	
5.20944E+5 8.42770E+8                                                                                                                                                              	
5.22480E+5 8.43431E+8                                                                                                                                                              	
5.24016E+5 8.44090E+8                                                                                                                                                              	
5.25600E+5 8.44766E+8                                                                                                                                                              	
5.27136E+5 8.45419E+8                                                                                                                                                              	
5.28672E+5 8.46070E+8                                                                                                                                                              	
5.30208E+5 8.46718E+8                                                                                                                                                              	
5.31744E+5 8.47363E+8                                                                                                                                                              	
5.33280E+5 8.48006E+8                                                                                                                                                              	
5.34816E+5 8.48645E+8                                                                                                                                                              	
5.36352E+5 8.49283E+8                                                                                                                                                              	
5.37888E+5 8.49917E+8                                                                                                                                                              	
5.39424E+5 8.50550E+8                                                                                                                                                              	
5.40960E+5 8.51179E+8                                                                                                                                                              	
5.42496E+5 8.51806E+8                                                                                                                                                              	
5.44032E+5 8.52430E+8                                                                                                                                                              	
5.45568E+5 8.53052E+8                                                                                                                                                              	
5.47104E+5 8.53672E+8                                                                                                                                                              	
5.48640E+5 8.54289E+8                                                                                                                                                              	
5.50176E+5 8.54903E+8                                                                                                                                                              	
5.51712E+5 8.55515E+8                                                                                                                                                              	
5.53248E+5 8.56124E+8                                                                                                                                                              	
5.54784E+5 8.56731E+8                                                                                                                                                              	
5.56320E+5 8.57336E+8                                                                                                                                                              	
5.57856E+5 8.57938E+8                                                                                                                                                              	
5.59392E+5 8.58538E+8                                                                                                                                                              	
5.60928E+5 8.59135E+8                                                                                                                                                              	
5.62464E+5 8.59730E+8                                                                                                                                                              	
5.64000E+5 8.60323E+8                                                                                                                                                              	
5.65536E+5 8.60913E+8                                                                                                                                                              	
5.67072E+5 8.61501E+8                                                                                                                                                              	
5.68608E+5 8.62086E+8                                                                                                                                                              	
5.70144E+5 8.62670E+8                                                                                                                                                              	
5.71680E+5 8.63251E+8                                                                                                                                                              	
5.73216E+5 8.63829E+8                                                                                                                                                              	
5.74752E+5 8.64406E+8                                                                                                                                                              	
5.76288E+5 8.64980E+8                                                                                                                                                              	
5.77824E+5 8.65552E+8                                                                                                                                                              	
5.79360E+5 8.66122E+8                                                                                                                                                              	
5.80896E+5 8.66689E+8                                                                                                                                                              	
5.82432E+5 8.67254E+8                                                                                                                                                              	
5.83968E+5 8.67817E+8                                                                                                                                                              	
5.85504E+5 8.68378E+8                                                                                                                                                              	
5.87040E+5 8.68937E+8                                                                                                                                                              	
5.88576E+5 8.69493E+8                                                                                                                                                              	
5.90112E+5 8.70048E+8                                                                                                                                                              	
5.91648E+5 8.70600E+8                                                                                                                                                              	
5.93184E+5 8.71150E+8                                                                                                                                                              	
5.94720E+5 8.71698E+8                                                                                                                                                              	
5.96256E+5 8.72244E+8                                                                                                                                                              	
5.97792E+5 8.72787E+8                                                                                                                                                              	
5.99328E+5 8.73329E+8                                                                                                                                                              	
6.00864E+5 8.73869E+8                                                                                                                                                              	
6.02400E+5 8.74406E+8                                                                                                                                                              	
6.03936E+5 8.74942E+8                                                                                                                                                              	
6.05472E+5 8.75475E+8                                                                                                                                                              	
6.07008E+5 8.76007E+8                                                                                                                                                              	
6.08544E+5 8.76536E+8                                                                                                                                                              	
6.10080E+5 8.77063E+8                                                                                                                                                              	
6.11616E+5 8.77589E+8                                                                                                                                                              	
6.13200E+5 8.78128E+8                                                                                                                                                              	
6.14736E+5 8.78650E+8                                                                                                                                                              	
6.16272E+5 8.79169E+8                                                                                                                                                              	
6.17808E+5 8.79686E+8                                                                                                                                                              	
6.19344E+5 8.80202E+8                                                                                                                                                              	
6.20880E+5 8.80715E+8                                                                                                                                                              	
6.22416E+5 8.81227E+8                                                                                                                                                              	
6.23952E+5 8.81737E+8                                                                                                                                                              	
6.25488E+5 8.82245E+8                                                                                                                                                              	
6.27024E+5 8.82750E+8                                                                                                                                                              	
6.28560E+5 8.83254E+8                                                                                                                                                              	
6.30096E+5 8.83757E+8                                                                                                                                                              	
6.31632E+5 8.84257E+8                                                                                                                                                              	
6.33168E+5 8.84755E+8                                                                                                                                                              	
6.34704E+5 8.85252E+8                                                                                                                                                              	
6.36240E+5 8.85747E+8                                                                                                                                                              	
6.37776E+5 8.86239E+8                                                                                                                                                              	
6.39312E+5 8.86731E+8                                                                                                                                                              	
6.40848E+5 8.87220E+8                                                                                                                                                              	
6.42384E+5 8.87707E+8                                                                                                                                                              	
6.43920E+5 8.88193E+8                                                                                                                                                              	
6.45456E+5 8.88677E+8                                                                                                                                                              	
6.46992E+5 8.89159E+8                                                                                                                                                              	
6.48528E+5 8.89639E+8                                                                                                                                                              	
6.50064E+5 8.90118E+8                                                                                                                                                              	
6.51600E+5 8.90595E+8                                                                                                                                                              	
6.53136E+5 8.91070E+8                                                                                                                                                              	
6.54672E+5 8.91543E+8                                                                                                                                                              	
6.56208E+5 8.92015E+8                                                                                                                                                              	
6.57744E+5 8.92485E+8                                                                                                                                                              	
6.59280E+5 8.92953E+8                                                                                                                                                              	
6.60816E+5 8.93420E+8                                                                                                                                                              	
6.62352E+5 8.93885E+8                                                                                                                                                              	
6.63888E+5 8.94348E+8                                                                                                                                                              	
6.65424E+5 8.94809E+8                                                                                                                                                              	
6.66960E+5 8.95269E+8                                                                                                                                                              	
6.68496E+5 8.95727E+8                                                                                                                                                              	
6.70032E+5 8.96184E+8                                                                                                                                                              	
6.71568E+5 8.96639E+8                                                                                                                                                              	
6.73104E+5 8.97092E+8                                                                                                                                                              	
6.74640E+5 8.97544E+8                                                                                                                                                              	
6.76176E+5 8.97994E+8                                                                                                                                                              	
6.77712E+5 8.98442E+8                                                                                                                                                              	
6.79248E+5 8.98889E+8                                                                                                                                                              	
6.80784E+5 8.99335E+8                                                                                                                                                              	
6.82320E+5 8.99778E+8                                                                                                                                                              	
6.83856E+5 9.00220E+8                                                                                                                                                              	
6.85392E+5 9.00661E+8                                                                                                                                                              	
6.86928E+5 9.01100E+8                                                                                                                                                              	
6.88464E+5 9.01538E+8                                                                                                                                                              	
6.90000E+5 9.01973E+8                                                                                                                                                              	
6.91536E+5 9.02408E+8                                                                                                                                                              	
6.93072E+5 9.02841E+8                                                                                                                                                              	
6.94608E+5 9.03272E+8                                                                                                                                                              	
6.96144E+5 9.03702E+8                                                                                                                                                              	
6.97680E+5 9.04130E+8                                                                                                                                                              	
6.99216E+5 9.04557E+8                                                                                                                                                              	
7.00800E+5 9.04996E+8                                                                                                                                                              	
7.02336E+5 9.05420E+8                                                                                                                                                              	
7.03872E+5 9.05842E+8                                                                                                                                                              	
7.05408E+5 9.06263E+8                                                                                                                                                              	
7.06944E+5 9.06682E+8                                                                                                                                                              	
7.08480E+5 9.07100E+8                                                                                                                                                              	
7.10016E+5 9.07517E+8                                                                                                                                                              	
7.11552E+5 9.07932E+8                                                                                                                                                              	
7.13088E+5 9.08345E+8                                                                                                                                                              	
7.14624E+5 9.08758E+8                                                                                                                                                              	
7.16160E+5 9.09169E+8                                                                                                                                                              	
7.17696E+5 9.09578E+8                                                                                                                                                              	
7.19232E+5 9.09986E+8                                                                                                                                                              	
7.20768E+5 9.10392E+8                                                                                                                                                              	
7.22304E+5 9.10798E+8                                                                                                                                                              	
7.23840E+5 9.11201E+8                                                                                                                                                              	
7.25376E+5 9.11604E+8                                                                                                                                                              	
7.26912E+5 9.12005E+8                                                                                                                                                              	
7.28448E+5 9.12405E+8                                                                                                                                                              	
7.29984E+5 9.12803E+8                                                                                                                                                              	
7.31520E+5 9.13200E+8                                                                                                                                                              	
7.33056E+5 9.13596E+8                                                                                                                                                              	
7.34592E+5 9.13990E+8                                                                                                                                                              	
7.36128E+5 9.14383E+8                                                                                                                                                              	
7.37664E+5 9.14775E+8                                                                                                                                                              	
7.39200E+5 9.15165E+8                                                                                                                                                              	
7.40736E+5 9.15554E+8                                                                                                                                                              	
7.42272E+5 9.15942E+8                                                                                                                                                              	
7.43808E+5 9.16328E+8                                                                                                                                                              	
7.45344E+5 9.16713E+8                                                                                                                                                              	
7.46880E+5 9.17097E+8                                                                                                                                                              	
7.48416E+5 9.17479E+8                                                                                                                                                              	
7.49952E+5 9.17861E+8                                                                                                                                                              	
7.51488E+5 9.18240E+8                                                                                                                                                              	
7.53024E+5 9.18619E+8                                                                                                                                                              	
7.54560E+5 9.18997E+8                                                                                                                                                              	
7.56096E+5 9.19373E+8                                                                                                                                                              	
